Waktu,Data,Sentiment
9/4/2021 4:55,"Aku mau bantu pemerintah kawan dalam pengawasan dan pelacakan, jadi aku mau pasang aplikasi peduli lindungi yang banyak ",positive
9/5/2021 2:26,"aku mau tanya, kalau kode OTP Tidak masuk2 itu gimana sih? sudah coba terus berkali2 tapi tetap saja Tidak masuk pesan singkat nya. ngomong2 itu aplikasi peduli lindungi fungsinya apa ya? ",negative
9/16/2021 10:18,"Aku sudah mencoba peduli dan lindungi dia, tapi akhirnya ditinggalkan. ",negative
9/16/2021 11:22,"Akui Kendala Sinyal, Imbau pasang Peduli Lindungi Sebelum Masuk Breksi",negative
9/17/2021 4:03,"Akun suruhan, akun ternak itu akun yang menyerang aplikasi peduli lindungi itu Pak. Lihat itu banyak akun- akun tipu",negative
9/9/2021 1:58,alah malas banget apa2 pakai aplikasi peduli lindungi ,negative
9/17/2021 6:17,Alasan beberapa orang tidak mau memakai Peduli Lindungi karena banyak kendala pada aplikasinya,negative
9/22/2021 5:14,Alhamdulillah wisata di Sleman yang sudah di izinkan untuk uji coba adalah Tebing Breksi. Namun begitu kapasitas pengunjung terbatas dan perlu menggunakan peduli lindungi,positive
9/18/2021 7:16,"Alhamdulillah, mulai hari ini uji coba pembukaan tempat wisata di candi Prambanan sudah dimulai. Ingat pengunjung ya wajib pakai peduli lindungi",positive
9/17/2021 22:58,alhamdulillah akhirnya teleponku ke sambung ke Pelayanan Konsumen Peduli Lindungi terus sudah ngejelasin keluhanku dan dia bilang mau segera di perbaiki,positive
9/22/2021 3:37,Alhamdulillah Nanti malam diminta jelasin lagi tentang aplikasi peduli lindungi. Tema menarik Karena banyak yang ingin kejawab,positive
9/18/2021 9:06,"Alhamdulillah, vaksin AstraZeneca telah tuntas dosis kedua, 12 Minggu setelah suntikan yang pertama. Sekarang status di Peduli Lindungi sudah hijau",positive
9/19/2021 0:59,"Alhamdulillah. . . Sekarang ke Mall Tidak perlu bawa uang, cukup bawa Peduli Lindungi. #senyummanis",positive
9/21/2021 8:20,Ambil ATM harus pakai Peduli Lindungi Mesin ATM kan adanya di dalam,negative
9/16/2021 14:00,"Analisa Peduli Lindungi, reverse - engineering",positive
9/9/2021 16:05,Ancol Wajibkan Calon Pengunjung Tunjukan aplikasi peduli lindungi,positive
9/21/2021 13:33,"anda Peduli Lindungi merasa lebih tahu sekali, nama saya sudah sesuai kartu tanda penduduk -_- ",negative
9/10/2021 1:40,Andai vaksin2 anak2 ini juga bisa masuk di aplikasi macam Peduli Lindungi semua. Mulai dari yang diterima saat baru lahir,positive
9/22/2021 5:48,capek sekali kemana- mana harus pakai aplikasi peduli lindungi,negative
9/17/2021 1:07,Yaampun jam segini sudah 63% saja baterai gara2 Peduli Lindungin akses lokasi setiap waktu,negative
9/22/2021 13:20,"Anjing anjing Peduli Lindungi, sudah menunjukan Sertifikat saja tetap Tidak boleh harus scan barcode",negative
9/18/2021 5:48,Menyebalkan lah malas banget nonton bioskop harus scan lewat aplikasi peduli lindungi kenapa Tidak Menunjukan kartu vaksin saja ribet ih,negative
9/21/2021 3:07,Antigen ada di aplikasi peduli lindungi. . Yuk Yuk cerah hari ini supaya bisa pulang ke jogja,positive
9/18/2021 12:14,Yaampun saya buka Peduli Lindungi malah disebut peduli lingkungan,negative
9/6/2021 1:39,AP II memastikan proses validasi dokumen kesehatan penumpang pesawat di bandara dilakukan dengan menggunakan aplikasi peduli lindungi,positive
9/21/2021 17:37,Apa fungsinya aplikasi peduli lindungi selain untuk masuk mall?,neutral
9/17/2021 23:44,Apa fungsinya kita pakai Peduli Lindungi? Padahal kita (harus) bayar sendiri test PCR antigen dan lain sebagainya. ,negative
9/22/2021 4:51,APA ITU aplikasi peduli lindungi ? #Polres Malang #KapolresMalang #AKBP Bagoes Wibisono #Polisi Adem,neutral
9/7/2021 3:49,Apa susahnya sih unduh aplikasi peduli lindungi? pemerintah lagi meminimalkan budaya print. Kalian merasa hebat? ,positive
9/22/2021 14:55,apa sekarang harus Peduli Lindungi banget?,neutral
9/16/2021 9:10,apakah ke rumah kamu perlu aplikasi peduli lindungi dek? - - ,neutral
9/20/2021 0:56,"Apa lagi masuk aplikasi peduli lindungi, jadi mudah. ",positive
9/20/2021 14:19,"Apalah arti punya sertifikat Peduli Lindungi, Kalau tidak ada yang peduli apa lagi melindungi",neutral
9/5/2021 12:45,"Apanya yang Di Jamin ?? sudah Kebobolan Masih alasan. Menteri Kesehatan : Ini dua hal yang berbeda. Tentunya, pemerintah akan pengambil tindakan ",neutral
9/22/2021 14:29,apa sih ini Peduli Lindungi bikin kesal,negative
9/9/2021 8:46,Pembaruan 3 hari lalu di aplikasi peduli lindungi sudah ada pfizer woy,positive
9/19/2021 16:17,aplikasi Peduli Lindungi sedikit mengingatkan saya kepada aplikasi absen kampus ya hahaha saya tadi masuk ke itc sebentar ketahuan ,negative
9/8/2021 12:00,aplikasi ini penting untuk pelacakan dan batasi penyebaran pandemi. Kominfo Pengguna Peduli Lindungi,positive
9/7/2021 13:47,aplikasi paling tidak jelas adalah Peduli Lindungi,negative
9/4/2021 10:36,"aplikasi peduli lindungi aplikasi ini bagus banget, dimana kita berapa ada fitur resiko terkena Covid 19. ",positive
9/7/2021 6:32,aplikasi peduli lindungi tidak mengatasi orang terlindung dari terpaparnya covid_19 #batalkan kartu vaksin ,negative
9/5/2021 1:54,"aplikasi peduli lindungi abis diperbarui tidak bisa di buka gini hahaha, kemana mana harus pakai aplikasi ini",negative
9/6/2021 13:32,aplikasi peduli lindungi adalah aplikasi terburuk Sekarang aplikasi itu fungsinya cukup besar Tapi banyak sekali kendala,neutral
9/7/2021 3:56,aplikasi peduli lindungi aman Di Rumah Saja #Vaksinasi Nasional #PPKM Turunkan Covid 19,positive
9/6/2021 3:09,aplikasi peduli lindungi aman untuk dipakai tidak?,neutral
9/3/2021 15:15,aplikasi peduli lindungi aman dari kebocoran dan pembobolan data?,neutral
9/7/2021 1:00,aplikasi peduli lindungi aman di gunakan #Peduli Lindungi Tidak Bocor,positive
9/5/2021 10:58,aplikasi peduli lindungi aman digunakan dan sangat penting #indonesia maju,positive
9/4/2021 10:57,aplikasi peduli lindungi aman digunakan karena terus dikembangkan dan disempurnakan,positive
9/4/2021 11:15,aplikasi peduli lindungi aman untuk naik Kereta dan dibutuhkan,positive
9/10/2021 6:14,aplikasi peduli lindungi sampah benar,negative
9/21/2021 6:04,aplikasi peduli lindungi aneh banget,negative
9/20/2021 15:53,aplikasi peduli lindungi anggarannya berapa nih,neutral
9/19/2021 11:47,"aplikasi peduli lindungi anjing banget ya, gangguan terus mau daftar, Tidak bisa masuk kemana mana jadinya kan",negative
9/16/2021 11:46,aplikasi peduli lindungi apaan deh paksa diperbarui terus,neutral
9/18/2021 4:49,aplikasi peduli lindungi artinya kamu sudah tidak peduli walau selama ini aku sudah lindungi segala kelakuan tidak benar kamu. ,negative
9/7/2021 2:18,aplikasi peduli lindungi Akan Diterapkan di Batam ,positive
9/7/2021 3:14,aplikasi peduli lindungi akan semakin bagus kalau ditambahin fitur yang bisa melaporkan nomor Tidak dikenal yang suka kirim pesan,positive
9/4/2021 14:24,aplikasi peduli lindungi bermanfaat saat beraktifitas #Digital Bisa #Peduli Lindungi Aman,positive
9/17/2021 12:06,aplikasi peduli lindungi bikin boros baterai ,negative
9/18/2021 18:23,aplikasi peduli lindungi bikin bertengkar tidak sih:)) Suka Tidak bisa masuk/ keluar kamu kenapa ???,negative
9/7/2021 1:41,"aplikasi peduli lindungi jelek, membuat kerusuhan umat di rumah . . . mana iya betul lagi kuliah ya saya",negative
9/7/2021 1:16,aplikasi peduli lindungi cukup aman ya,positive
9/7/2021 22:47,aplikasi peduli lindungi dan Polres Kabupaten Magelang adalah kombo tidak jelas.,negative
9/7/2021 14:14,aplikasi peduli lindungi demi kebaikan kita bersama,positive
9/6/2021 13:23,aplikasi peduli lindungi Deteksi 1. 625 Orang Tidak Sehat dan Masih Beraktivitas di Ruang Publik ,positive
9/4/2021 7:53,aplikasi peduli lindungi disingkat Peli,neutral
9/6/2021 6:20,aplikasi peduli lindungi jelek,negative
9/8/2021 14:01,aplikasi peduli lindungi eror ya kawan?,negative
9/8/2021 0:48,"aplikasi peduli lindungi eror . memang paling benar hal- hal penting di pegang swasta saja, di pegang pemerintah mah tidak diurus",negative
9/18/2021 0:45,aplikasi peduli lindungi buat saya jadi ngantuk deh,negative
9/8/2021 0:40,aplikasi peduli lindungi hari ini lagi eror apa ya? setelah diperbarui malah Tidak bisa masuk menyambungkan terus,negative
9/8/2021 4:23,aplikasi peduli lindungi implementasi dari #Vaksin Tuntas Ekonomi Rebound di masa pandemi yang diinisiasi oleh pemerintah ,positive
9/7/2021 15:20,aplikasi peduli lindungi ini bagaimana mana muter2 terus,negative
9/16/2021 0:39,aplikasi peduli lindungi ini benar 2 habiskan baterai ponsel banget ya kalau Lokasi nyala terus,negative
9/6/2021 3:35,aplikasi peduli lindungi ini kenapa lama banget sih prosesnya. Sudah gitu keluar sendiri.,negative
9/16/2021 14:35,"aplikasi peduli lindungi ini sebenarnya bahasa Indonesia apa bahasa Inggris sih?? Tidak konsisten, gemes jadinya ",negative
9/7/2021 7:55,aplikasi peduli lindungi ini selain super lambat juga hobi nyari kerumunan di antrian bandara. #Wonderful Indonesia,negative
9/8/2021 6:28,"aplikasi peduli lindungi ini sudah seperti wajib ya untuk akses transportasi umum atau yang mau mengunjungi mall, masalahnya saya masih belum muncul juga sertifikat nya",negative
9/22/2021 2:06,aplikasi peduli lindungi ini Tidak bisa periksa 2 akun ya?,neutral
9/4/2021 4:55,"aplikasi peduli lindungi ini ya, jadi lebih merasa aman saja gitu loh dari paparan covid- 19 karena dengan aplikasi ini",positive
9/8/2021 13:38,aplikasi peduli lindungi jelek banget asli,negative
9/19/2021 3:48,aplikasi peduli lindungi jelek banget mau muntah kebanyakan eror,negative
9/7/2021 4:06,aplikasi peduli lindungi juga telah melewati proses IT Security #Di Rumah saja #Vaksinasi Nasional ,positive
9/21/2021 7:57,aplikasi peduli lindungi Minta diperbarui mulu. Padahal baru saja Minggu kemarin di diperbarui ,negative
9/7/2021 1:51,aplikasi peduli lindungi kalau jatuh di intansi yang suka singkat nama aplikasi oke juga singkatannya,neutral
9/5/2021 12:40,aplikasi peduli lindungi katanya untuk melacak tapi data daerah merah zona resiko sepertinya tidak di perbarui ,neutral
9/17/2021 3:57,aplikasi peduli lindungi kenapa sih??? Mau Lihat sertifikat vaksin saja kode OTP nya Tidak dapat2. . Sudah coba berulang lebih dari 10x malah hari ini gagal,negative
9/9/2021 10:58,"aplikasi peduli lindungi kenapa lama banget kirim kode verifikasinya ya, sampai berkali- kali kirim, masih tidak masuk juga. ",negative
9/6/2021 11:20,"aplikasi peduli lindungi kok gini banget, bikin ribet",negative
9/8/2021 3:08,aplikasi peduli lindungi kok lama banget ya.. Apa apa verifikasi tapi kodenya Tidak sampai2,negative
9/8/2021 0:20,aplikasi peduli lindungi lagi eror apa gimana?,neutral
9/17/2021 4:31,aplikasi peduli lindungi lama - lama eror . Banyak yang buka :(,negative
9/22/2021 10:31,"aplikasi peduli lindungi menghabiskan ram besar dan habiskan baterai cepat banget , bikin ponsel panas juga pula. ",negative
9/20/2021 3:46,aplikasi peduli lindungi masih mentah banget,negative
9/4/2021 16:08,aplikasi peduli lindungi melindungi kita saat Beraktivitas. .,positive
9/7/2021 7:44,aplikasi peduli lindungi mendeteksi 1. 603 orang yang positif Covid- 19 atau kontak erat.,positive
9/5/2021 9:05,aplikasi peduli lindungi merupakan salah satu cara untuk efisiensi pemeriksaan kesehatan di masa pandemi virus corona. ,positive
9/5/2021 10:53,aplikasi peduli lindungi merupakan syarat penting untuk mobilitas #indonesia maju ,positive
9/22/2021 23:40,aplikasi peduli lindungi kenapa diam di OTP terus sih bikin emosi pagi2,negative
9/10/2021 2:32,aplikasi peduli lindungi menyebalkan banget asli sampai ngulang 3x masih Tidak dapat email apapun,negative
9/17/2021 1:19,aplikasi peduli lindungi menyebalkan banget ya? ini aku dari tadi masukin dan nunggu kode OTP nya Tidak masuk masuk,negative
9/19/2021 12:57,aplikasi peduli lindungi rese juga ya. Bikin ketinggalan kereta malam2 gini. Atau untuk aplikasi optional. ,negative
9/21/2021 9:09,"aplikasi peduli lindungi sampah banget lah, Pelayanan Konsumen nya Tidak ada yang jalan, di twitter Tidak balas, di instagram tidak juga, di telepon tidak di angkat",negative
9/10/2021 7:41,"aplikasi peduli lindungi sampah benar sih, kode verifikasi dari semalam sudah diulang2 tetap saja Tidak masuk ke e- mail. ",negative
9/9/2021 8:18,"aplikasi peduli lindungi sampah, masih saja Soft selling PornGub. RESE kamu pada. ",negative
9/17/2021 5:12,aplikasi peduli lindungi sangat bagus dan tidak pernah bermasalah. ,positive
9/4/2021 14:44,aplikasi peduli lindungi Sangat Penting Dalam Pengendalian Pandemi Covid dan Perlindungan terhadap kita semua,positive
9/4/2021 3:31,aplikasi peduli lindungi saya tidak bisa dibuka. . . eror terus ini kenapa,negative
9/20/2021 6:49,aplikasi peduli lindungi saya KENAPA SIH ADUH,negative
9/6/2021 8:00,"aplikasi peduli lindungi sebelum masuk ke Mall Guna memutuskan mata rantai penyebaran COVID- 19, mulai 10 Agustus  ",positive
9/5/2021 13:22,aplikasi peduli lindungi sebenarnya masih aman Tidak sih? Ragu banget ingin unduh.,negative
9/5/2021 10:11,aplikasi peduli lindungi sudah bagus walau ada eror dan lainnya Tinggal perbarui terus,positive
9/7/2021 3:24,"aplikasi peduli lindungi sudah bagus. Tinggal perbaikan di sisi keamanan, Saya sebagai pembuat aplikasi juga kadang malas ngurus",negative
9/10/2021 13:03,"aplikasi peduli lindungi sudah di unduh, tinggal perginya saja tapi mau kemana",positive
9/10/2021 10:36,"aplikasi peduli lindungi sudah macam buku saat ramadhan saja ya, jadi buku catatan kegiatan harian",negative
9/6/2021 11:53,"aplikasi peduli lindungi sudah mulai susah akses, lalu lintasnya mulai tinggi :((((",negative
9/4/2021 10:58,aplikasi peduli lindungi terus ditingkatkan dan dikembangkan. aplikasi peduli lindungi sangat penting dalam pengendalian,positive
9/6/2021 10:48,"aplikasi peduli lindungi setiap hari Minta diperbarui, tidak ada yang berubah juga setelah di diperbarui. hanya habiskan kuota dan baterai",negative
9/7/2021 23:21,aplikasi peduli lindungi tidak bisa diakses,negative
9/7/2021 23:56,aplikasi peduli lindungi Tidak JELAS kamu ANJING,negative
9/10/2021 2:57,aplikasi peduli lindungi itu aplikasi aneh,negative
9/19/2021 11:31,aplikasi peduli lindungi tumbang lucu,negative
9/19/2021 13:56,aplikasi peduli lindungi uji coba di pasar rakyat. #Jokowi #Indonesia Maju,positive
9/22/2021 12:02,aplikasi peduli lindungi wajib dipakai untuk masuk Alfamart atau indomaret ?,neutral
9/7/2021 4:26,aplikasi peduli lindungi wajib di unduh di ponsel kalian ya Sobat Phapros. Satu aplikasi dengan banyak fungsi sangat bermanfaat,positive
9/8/2021 8:17,aplikasi peduli lindungi yang dibuat oleh pemerintah saat ini telah menjadi syarat berbagai aktifitas termasuk perjalanan,positive
9/4/2021 18:28,"aplikasi peduli lindungi, kalau di singkat jadi PELI",neutral
9/6/2021 11:19,"aplikasi peduli lindungi, sehari Minta diperbarui 3x, abis di diperbarui disuruh masuk ulang, Ketika masukan email atau nomor Ponsel jadi tidak bisa di buka lagi",negative
9/21/2021 13:05,aplikasi peduli lindungi. Melindungi siapa dan apa yang dilindungi ? Semenjak vaksin tidak bisa unduh kalau sudah vaksin,negative
9/16/2021 11:44,aplikasi peduli lindungi. Peduli siapa? Melindungi siapa? Itu semua bisnis pada akhirnya. .,negative
9/21/2021 7:01,aplikasi PELI (Peduli Lindungi) yang tidak melindungi~,negative
9/9/2021 17:25,aplikasi saja Peduli Lindungi yang benar saja kamu manusia tidak peduli dan Tidak tahu diri,negative
9/20/2021 12:05,"aplikasi pelacakan Covid- 19 bukan yang pertama kali dikemukakan, jika Indonesia punya aplikasi peduli lindungi. . ",positive
9/17/2021 2:10,aplikasi Peduli Lindungi laris banget dipakai dimana2,negative
9/20/2021 5:29,Hapus aplikasi peduli lindungi supaya bisa unduh wattpad gara2 sudah penyimpanan penuh hehehehe,negative
9/10/2021 2:44,Asli aplikasi peduli lindungi ini tidak jelas sudah padahal selama punya Surat asli antigen or PCR harusnya aman saja kak,neutral
9/22/2021 14:56,Asli ribetnya masuk bioskop harus pakai Peduli Lindungi (padahal sudah menunjukan sertifikat vaksin tapi tetap Tidak bisa),negative
9/9/2021 8:55,ASN di lingkungan Jawa Tengah wajib pasang aplikasi peduli lindungi.,positive
9/6/2021 4:21,ayo bantu pemerintah dengan menggunakan aplikasi peduli lindungi untuk pengendalian covid. ,positive
9/17/2021 6:53,ayo dong adakan lagi pakai syarat vaksin 2 kali sama aplikasi peduli lindungi,positive
9/16/2021 4:56,Ayo UNDUH dan PASANG aplikasi peduli lindungi untuk turut membantu menghentikan penyebaran covid- 19 di sekitar kita,positive
9/4/2021 12:37,Ayo. . . kita jangan khawatir data kita ya? aplikasi peduli lindungi aman digunakan karena terus dikembangkan dan diperbaiki,positive
9/16/2021 12:55,Ayo unduh aplikasi Peduli Lindungi - Membantu pelacakan untuk menghentikan penyebaran Covid 19,positive
9/8/2021 14:43,Ayo. . . . Segera Unduh aplikasi peduli lindungi pada ponsel Anda. Bersama Kita Cegah Penyebaran Covid 19. ,positive
9/9/2021 7:03,Badan Syber dan Sandi Negara (BSSN) bertanggung jawab atas keamanan pada sistem Peduli Lindungi,positive
9/21/2021 17:00,"Bagaimana ini daftar vaksin melalui aplikasi peduli lindungi kok susah banget, kode OTP melalui pesan singkat Tidak masuk masuk ",negative
9/22/2021 2:11,"Bagaimana cara memisahkan 2 nama dalam 1 Peduli Lindungi, menjadi masing2 nama ke masing2 Ponsel",neutral
9/8/2021 0:13,Bagaimana prosedurnya? Apakah cukup Menunjukan kartu vaksin fisik atau harus Menunjukan sertifikat dari aplikasi peduli lindungi,neutral
9/4/2021 13:07,"Bagi pemakai aplikasi peduli lindungi jangan khawatir soal privasi data, pemerintah memberikan perlindungan hukum.",positive
9/4/2021 3:57,"Bagi yang sudah divaksin tapi punya problem salah ketik nama, belum ada di aplikasi peduli lindungi, belum dapat sertifikat . Kita sama ",negative
9/21/2021 21:01,"Bagus itu sidang PBB Tidak pakai aplikasi peduli lindungi. Kalau pakai, ditolak masuk sudah dia. . . hahaha 142x ",positive
9/22/2021 7:15,"Bahagia Saya sederhana. Baru senin vaksin, hari ini Lihat Peduli Lindungi sertifikat onlinenya sudah keluar. Senang banget",positive
9/17/2021 8:36,Bahkan sudah berkali2 email ke admin PeLi Tidak guna juga. Ribet banget ya Peduli Lindungi.,negative
9/9/2021 17:37,"Baik lagi kalau sudah terverifikasi jadi Tidak perlu berulang kali lagi, cukup buka aplikasi peduli lindungi semua selesai",positive
9/8/2021 0:46,"Bali mulai melakukan sedikit demi sedikit pelonggaran kegiatan warganya, meskipun provinsi Bali masih berada di level atas",positive
9/9/2021 1:49,bandara mana kak? Saya mau ada terbang tapi Tidak bisa masuk aplikasi peduli lindungi sampai sekarang dari kemarin tidak terima verifikasi,negative
9/16/2021 8:36,"Banding2in penanganan covid Indonesia dengan luar negeri. Tapi disuruh disiplin Tidak mau, diwajibkan pelacakan dengan aplikasi Peduli Lindungi susah",negative
9/18/2021 13:25,Baru baca kalau aplikasi peduli lindungi dibuat negara lain (Singapore). Masa anak anak Indonesia Tidak ada yang bisa?,neutral
9/21/2021 17:42,"baru datang sudah masuk kartu vaksin + test PCR, periksa Peduli Lindungi selalu:) baru sampai di periksa lagi elektronik HAC nya ya Allah",negative
9/16/2021 11:19,"Baru ke Mall lagi setelah sekian purnama. Kirain harus Menunjukan kartu vaksin itu bohong, ternyata betul. harus scan Peduli Lindungi",positive
9/22/2021 15:15,"Baru perhatikan di toko pedia ada Peduli Lindungi, bisa masuk juga. . Jadi Tidak perlu unduh aplikasi peduli lindungi dong ya",neutral
9/22/2021 4:20,baru sadar ini itu logo Peduli Lindungi di bawah logo fogood lebih baik sekalian gabung sih,neutral
9/5/2021 11:24,"Baru saja menghapus aplikasi peduli lindungi, lalu menunggu ada pihak yang menjelaskan apakah aplikasi itu wajib?",negative
9/22/2021 3:07,"Baru tahu kalau mirota harus pakai Peduli Lindungi, perasaan kemarin Minggu masih bebas",neutral
9/22/2021 0:31,"Baru tahu , ternyata aplikasi peduli lindungi Tidak bisa untuk masuk ke pintu hatimu",negative
9/17/2021 15:53,Baru tahu kalau di aplikasi Gojek bisa untuk scan barcode Peduli Lindungi juga,neutral
9/19/2021 5:54,"Baru tahu bisa menggunakan Peduli Lindungi melalui aplikasi gojek, jadi tidak perlu pasang aplikasi nya",positive
9/6/2021 10:12,Barusan dapat pengumuman masuk kerja mulai besok harus pakai aplikasi peduli lindungi. ,positive
9/6/2021 7:32,"Beberapa hari ini mengeluh terus soal Peduli Lindungi Karena walaupun sudah negatif dari tanggal 4 September, di aplikasi aku masih merah",negative
9/3/2021 12:21,Beberapa Hari Lalu saya mengunggah Berita Tempo yang Membahas Bocornya aplikasi eHac. . dan minimal lakukan prediksi Pastinya terhadap aplikasi peduli lindungi,positive
9/16/2021 7:46,Beberapa hotel bintang 4/5 sudah masuk pakai Peduli Lindungi termasuk tadi saya masuk pakai Peduli Lindungi juga. ,positive
9/17/2021 16:20,Beberapa hotel sudah pada perlu masuk Peduli Lindungi. . memang perlu kurang2in kerjaan nih ,positive
9/16/2021 15:25,ke pondok gede harus menunjukan sertifikat vaksin /pakai aplikasi peduli lindungi- lindungi Tidak ya?,neutral
9/20/2021 2:10,Belanja di mirota sudah pakai aplikasi peduli lindungi,positive
9/8/2021 4:22,belum lagi bapak dan ibu yang Tidak sadar bahwa hasil antigen/ PCR harus di data oleh laboratorium ke dalam aplikasi peduli lindungi ,neutral
9/8/2021 0:56,Belum bisa dibuka ya. . aplikasi peduli lindungi. . Dari semalam saya mencoba. . Kalau vaksin pertama seperti saya tidak bisa langsung dapat,negative
9/22/2021 16:00,Belum keluar dari aplikasi peduli lindungi tidak apa2 kan ya?? Lupa banget abis mallnya sudah tutup ,neutral
9/6/2021 13:56,Belum dapat hasil PCR hari ini. Tapi di aplikasi peduli lindungi sudah Hijau. . Semoga pertanda baik,positive
9/8/2021 16:44,"Belum Diwajibkan, aplikasi peduli lindungi di Palu Grand Mall Masih Tahap Sosialisasi",positive
9/4/2021 13:09,Benarkah aplikasi peduli lindungi Tetap Aman untuk Digunakan? Ini Penjelasannya,positive
9/17/2021 11:55,buruk sekali ruang guru dan Peduli Lindungi,negative
9/20/2021 13:30,"Benar banget ini, tidak perlu hubungi Peduli Lindungi apa lagi 119 ",positive
9/18/2021 7:11,Bentar data Peduli Lindungi bocor tapi kemana2 masih harus pakai aplikasi itu ?,neutral
9/20/2021 22:52,bentar lagi seperti nya beli seblak juga harus pakai Peduli Lindungi,neutral
9/6/2021 2:45,Berangkat dan pulang Tidak merasa aplikasi peduli lindungi berguna semua manual jadinya ,positive
9/20/2021 15:50,"Beranjak tidur, besok kerja, Rabu juga dan petangnya ke bioskop nonton Shang- Chi. InsyaAllah sudah bisa ke bioskop",positive
9/5/2021 8:39,Berapa dana pembuatan aplikasi peduli lindungi? Ini Perkiraan Nilai Investasi Pengembangan aplikasi ,neutral
9/8/2021 6:52,Berbagai fasilitas publik mensyaratkan scan barcode di aplikasi peduli lindungi sebagai syarat masuk fasilitas tersebut ,neutral
9/6/2021 3:33,berbasis aplikasi yang diadopsi dari aplikasi peduli lindungi yang dimiliki oleh Kementerian Kesehatan Republik Indonesia ,positive
9/20/2021 5:07,berharap tidak terdeteksi karena masuk pantai Tidak wajib scan di aplikasi peduli lindungi ,negative
9/21/2021 10:54,"berhasil masuk tanpa Peduli Lindungi, karena ponsel Saya ketinggalan",positive
9/19/2021 9:31,Berhubung penyimpanan ponsel Tidak cukup untuk simpan aplikasi peduli lindungi. Sekarang wallpaper di ponsel gambarnya sertifikat vaksin ,positive
9/16/2021 13:19,Berikut suasana di hari pertama bioskop CGV Transmart di hari pertama pembukaannya kembali. Perlu diketahui banget ,positive
9/4/2021 4:44,"Berita bohong yang lagi ramai nih, katanya Nomor Induk Kependudukan Presiden Bocor dari aplikasi peduli lindungi. ",negative
9/4/2021 11:45,Bersama Tim Gabungan Polres Sosialisasikan aplikasi peduli lindungi,positive
9/18/2021 16:28,Bertanya: memang sekarang kalau mau nonton bioskop di aplikasi peduli lindungi harus hijau ya? ,neutral
9/19/2021 10:11,berusaha untuk masuk aeon sentul soalnya Peduli Lindungi saya tidak bisa di akses ,negative
9/22/2021 6:42,Besok besok belanjanya di bright saja. tidak perlu pakai Peduli Lindungi bisa langsung masuk,negative
9/21/2021 16:32,"Besok Istana kembali Dibuka untuk Umum, Pengunjung Masuk Pakai aplikasi peduli lindungi - ",positive
9/21/2021 5:11,"Besok kan jadi ibu aku Tidak punya Ponsel, Ketika vaksin otomatis pakai nomor ponsel aku saat daftar peduli lindungi. Nah nomor ponsel aku itu aku pakai juga Ketika aku vaksin ",negative
9/16/2021 11:20,"Besok sepertinya pasang lagi aplikasi peduli lindungi, demi nonton bioskop",positive
9/16/2021 10:20,"bingung juga sama Peduli Lindungi, sebenarnya bagus hanya kurang sempurna tapi orang orang bukannya dukung kasih masukan ",neutral
9/7/2021 1:30,Tertib Berlalu Lintas Sekaligus Sosialisasikan aplikasi peduli lindungi protokol kesehatan Covid 19,positive
9/18/2021 10:53,Bioskop dalam mall menurut saya Tidak perlu ada scan Peduli Lindungi lagi deh karena sudah di scan di pintu masuk mall Peduli Lindungi,positive
9/19/2021 11:09,Bioskop di Kota Batu Boleh Buka dengan Syarat terapkan aplikasi peduli lindungi ,positive
9/17/2021 11:18,Bioskop sudah buka. Apakah saatnya memasang aplikasi peduli lindungi? malas,negative
9/20/2021 6:50,Bisa Tidak si kamu dan aku seperti aplikasi? Peduli Lindungi,negative
9/22/2021 14:25,"Bisa jadi orang Tidak mau divaksin karena masalah yang lagi hangat dari kasus aplikasi peduli lindungi yang mana sudah divaksin, hanya sebatas untuk sertifikat ",negative
9/6/2021 12:25,"Percuma hapus aplikasi peduli lindungi kalau data pribadinya sudah kesebar, Bodoh. #LembagaTidakGunaLebihBaikDibubarkansaja",negative
9/10/2021 7:30,Bodoh kali ya negara milih penditi aplikasi macam Peduli Lindungi,negative
9/22/2021 14:37,Bodoh sampai lupa keluar aplikasi peduli lindungi hahaha,negative
9/16/2021 0:10,"Bogorian. . Yuk, ikut dalam acara #GOOD TALK SERIES instagram live dengan tema Ayo vaksinasi, Terdaftar Peduli Lindungi",positive
9/19/2021 8:57,"Boleh Beroperasi, Harus terapkan Kode barcode Peduli Lindungi ",positive
9/6/2021 4:08,Bosok banget aplikasi peduli lindungi,positive
9/5/2021 13:15,Bos angkasa pura ll selaku pengelola bandara internasional Adi Sumarmo solo mewajibkan semua calon penumpang pesawat dengan scan barcode melalui aplikasi peduli lidungi,positive
9/5/2021 13:04,Bos angkasa pura menegaskan bahwa semua calon penumpang pesawat komersial wajib memiliki aplikasi peduli lindungi ,positive
9/19/2021 8:42,Konyol memang aplikasi peduli lindungi masa Nomor Induk Kependudukan saya Tidak terdaftar sampai Tidak bisa klaim sertifikat vaksinnya ,negative
9/9/2021 8:22,"Bu puan lihat nih kelakuan Ganjar, aplikasi peduli lindungi pun disusupi sama dia. ",neutral
9/17/2021 2:36,Buat aku yang kadang malas bawa dompet lebih baik pasang aplikasi peduli lindungi deh …,positive
9/21/2021 22:03,Buat apa ada paspor digital di Peduli Lindungi kalau Ketika di bandara harus masuk ulang di aplikasi peduli lindungi,negative
9/19/2021 7:20,"Buat apa punya aplikasi peduli lindungi, orang yang peduli sama kamu saja Tidak pernah kamu lindungi hahaha",negative
