Waktu,Data,data_tokens,data_tokens_stopwords,data_tokens_stemmed,data_preprocessed,Sentiment
9/8/2021 1:17,coba lihat melalui web peduli lindungi bukan yang aplikasi,"['coba', 'lihat', 'melalui', 'web', 'peduli', 'lindungi', 'bukan', 'yang', 'aplikasi']","['coba', 'lihat', 'web', 'peduli', 'lindungi', 'aplikasi']","['coba', 'lihat', 'web', 'peduli', 'lindung', 'aplikasi']","['coba', 'lihat', 'web', 'peduli', 'lindung', 'aplikasi']",positive
9/22/2021 0:39,coba masuk di web peduli lindungi tapi hati ya pastikan yang benar,"['coba', 'masuk', 'di', 'web', 'peduli', 'lindungi', 'tapi', 'hati', 'ya', 'pastikan', 'yang', 'benar']","['coba', 'masuk', 'web', 'peduli', 'lindungi', 'hati', 'ya', 'pastikan']","['coba', 'masuk', 'web', 'peduli', 'lindung', 'hati', 'ya', 'pasti']","['coba', 'masuk', 'web', 'peduli', 'lindung', 'hati', 'ya', 'pasti']",positive
9/9/2021 7:41,daftar aplikasi peduli lindungi pakai nomor yang didaftarin untuk vaksin nanti input nomor induk kependudukan kalau sudah otomatis keluar sertifikat vaksinnya,"['daftar', 'aplikasi', 'peduli', 'lindungi', 'pakai', 'nomor', 'yang', 'didaftarin', 'untuk', 'vaksin', 'nanti', 'input', 'nomor', 'induk', 'kependudukan', 'kalau', 'sudah', 'otomatis', 'keluar', 'sertifikat', 'vaksinnya']","['daftar', 'aplikasi', 'peduli', 'lindungi', 'pakai', 'nomor', 'didaftarin', 'vaksin', 'input', 'nomor', 'induk', 'kependudukan', 'otomatis', 'sertifikat', 'vaksinnya']","['daftar', 'aplikasi', 'peduli', 'lindung', 'pakai', 'nomor', 'didaftarin', 'vaksin', 'input', 'nomor', 'induk', 'duduk', 'otomatis', 'sertifikat', 'vaksin']","['daftar', 'aplikasi', 'peduli', 'lindung', 'pakai', 'nomor', 'didaftarin', 'vaksin', 'input', 'nomor', 'induk', 'duduk', 'otomatis', 'sertifikat', 'vaksin']",positive
9/4/2021 4:43,uang dan aplikasi peduli lindungi,"['uang', 'dan', 'aplikasi', 'peduli', 'lindungi']","['uang', 'aplikasi', 'peduli', 'lindungi']","['uang', 'aplikasi', 'peduli', 'lindung']","['uang', 'aplikasi', 'peduli', 'lindung']",positive
9/18/2021 11:44,email ke peduli lindungi aku dulu juga gitu,"['email', 'ke', 'peduli', 'lindungi', 'aku', 'dulu', 'juga', 'gitu']","['email', 'peduli', 'lindungi', 'gitu']","['email', 'peduli', 'lindung', 'gitu']","['email', 'peduli', 'lindung', 'gitu']",positive
9/20/2021 7:15,iya pakai aplikasi peduli lindungi supaya tidak bawa kertas kemana,"['iya', 'pakai', 'aplikasi', 'peduli', 'lindungi', 'supaya', 'tidak', 'bawa', 'kertas', 'kemana']","['iya', 'pakai', 'aplikasi', 'peduli', 'lindungi', 'bawa', 'kertas', 'kemana']","['iya', 'pakai', 'aplikasi', 'peduli', 'lindung', 'bawa', 'kertas', 'mana']","['iya', 'pakai', 'aplikasi', 'peduli', 'lindung', 'bawa', 'kertas', 'mana']",positive
9/22/2021 4:56,jam sudah ramai ko ngomong itu masuk ke peduli lindungi tidak sih ragu,"['jam', 'sudah', 'ramai', 'ko', 'ngomong', 'itu', 'masuk', 'ke', 'peduli', 'lindungi', 'tidak', 'sih', 'ragu']","['jam', 'ramai', 'ko', 'ngomong', 'masuk', 'peduli', 'lindungi', 'sih', 'ragu']","['jam', 'ramai', 'ko', 'ngomong', 'masuk', 'peduli', 'lindung', 'sih', 'ragu']","['jam', 'ramai', 'ko', 'ngomong', 'masuk', 'peduli', 'lindung', 'sih', 'ragu']",negative
9/18/2021 11:49,kamu unduh dulu sertifikat di web peduli lindungi kemudian periksa lagi di aplikasi nanti muncul,"['kamu', 'unduh', 'dulu', 'sertifikat', 'di', 'web', 'peduli', 'lindungi', 'kemudian', 'periksa', 'lagi', 'di', 'aplikasi', 'nanti', 'muncul']","['unduh', 'sertifikat', 'web', 'peduli', 'lindungi', 'periksa', 'aplikasi', 'muncul']","['unduh', 'sertifikat', 'web', 'peduli', 'lindung', 'periksa', 'aplikasi', 'muncul']","['unduh', 'sertifikat', 'web', 'peduli', 'lindung', 'periksa', 'aplikasi', 'muncul']",positive
9/20/2021 1:01,nonton bioskop iya sekarang harus masuk lagi pakai peduli lindungi,"['nonton', 'bioskop', 'iya', 'sekarang', 'harus', 'masuk', 'lagi', 'pakai', 'peduli', 'lindungi']","['nonton', 'bioskop', 'iya', 'masuk', 'pakai', 'peduli', 'lindungi']","['nonton', 'bioskop', 'iya', 'masuk', 'pakai', 'peduli', 'lindung']","['nonton', 'bioskop', 'iya', 'masuk', 'pakai', 'peduli', 'lindung']",positive
9/16/2021 4:04,pasang aplikasi peduli lindungi,"['pasang', 'aplikasi', 'peduli', 'lindungi']","['pasang', 'aplikasi', 'peduli', 'lindungi']","['pasang', 'aplikasi', 'peduli', 'lindung']","['pasang', 'aplikasi', 'peduli', 'lindung']",positive
9/16/2021 13:31,sepengalaman saya harus sakit dulu misal batuk atau pilek otomatis kena swab tapi kamu tidak akan di perbolehkan pulang kalau positif dan tersimpan di peduli lindungi,"['sepengalaman', 'saya', 'harus', 'sakit', 'dulu', 'misal', 'batuk', 'atau', 'pilek', 'otomatis', 'kena', 'swab', 'tapi', 'kamu', 'tidak', 'akan', 'di', 'perbolehkan', 'pulang', 'kalau', 'positif', 'dan', 'tersimpan', 'di', 'peduli', 'lindungi']","['sepengalaman', 'sakit', 'batuk', 'pilek', 'otomatis', 'kena', 'swab', 'perbolehkan', 'pulang', 'positif', 'tersimpan', 'peduli', 'lindungi']","['alam', 'sakit', 'batuk', 'pilek', 'otomatis', 'kena', 'swab', 'boleh', 'pulang', 'positif', 'simpan', 'peduli', 'lindung']","['alam', 'sakit', 'batuk', 'pilek', 'otomatis', 'kena', 'swab', 'boleh', 'pulang', 'positif', 'simpan', 'peduli', 'lindung']",neutral
9/16/2021 4:03,sertifikat vaksin atau scan pakai aplikasi peduli lindungi,"['sertifikat', 'vaksin', 'atau', 'scan', 'pakai', 'aplikasi', 'peduli', 'lindungi']","['sertifikat', 'vaksin', 'scan', 'pakai', 'aplikasi', 'peduli', 'lindungi']","['sertifikat', 'vaksin', 'scan', 'pakai', 'aplikasi', 'peduli', 'lindung']","['sertifikat', 'vaksin', 'scan', 'pakai', 'aplikasi', 'peduli', 'lindung']",positive
9/18/2021 11:49,saoalnya kalau kerja aplikasi peduli lindungi itu harus dipakai,"['saoalnya', 'kalau', 'kerja', 'aplikasi', 'peduli', 'lindungi', 'itu', 'harus', 'dipakai']","['saoalnya', 'kerja', 'aplikasi', 'peduli', 'lindungi', 'dipakai']","['saoalnya', 'kerja', 'aplikasi', 'peduli', 'lindung', 'pakai']","['saoalnya', 'kerja', 'aplikasi', 'peduli', 'lindung', 'pakai']",positive
9/17/2021 12:38,sudah periksa di peduli lindungi tidak ada,"['sudah', 'periksa', 'di', 'peduli', 'lindungi', 'tidak', 'ada']","['periksa', 'peduli', 'lindungi']","['periksa', 'peduli', 'lindung']","['periksa', 'peduli', 'lindung']",negative
9/17/2021 12:39,teman saya tadi gitu sudah vaksin tapi tidak ada keterangan sertifikat dari kelurahan setempat kemudian di suruh periksa di peduli lindungi melalui web sudah ada,"['teman', 'saya', 'tadi', 'gitu', 'sudah', 'vaksin', 'tapi', 'tidak', 'ada', 'keterangan', 'sertifikat', 'dari', 'kelurahan', 'setempat', 'kemudian', 'di', 'suruh', 'periksa', 'di', 'peduli', 'lindungi', 'melalui', 'web', 'sudah', 'ada']","['teman', 'gitu', 'vaksin', 'keterangan', 'sertifikat', 'kelurahan', 'suruh', 'periksa', 'peduli', 'lindungi', 'web']","['teman', 'gitu', 'vaksin', 'terang', 'sertifikat', 'lurah', 'suruh', 'periksa', 'peduli', 'lindung', 'web']","['teman', 'gitu', 'vaksin', 'terang', 'sertifikat', 'lurah', 'suruh', 'periksa', 'peduli', 'lindung', 'web']",positive
9/16/2021 10:20,aku kemarin di daftarin sekolah saya jadi pakai buka peduli lindungi hanya untuk scan vaksin saja,"['aku', 'kemarin', 'di', 'daftarin', 'sekolah', 'saya', 'jadi', 'pakai', 'buka', 'peduli', 'lindungi', 'hanya', 'untuk', 'scan', 'vaksin', 'saja']","['kemarin', 'daftarin', 'sekolah', 'pakai', 'buka', 'peduli', 'lindungi', 'scan', 'vaksin']","['kemarin', 'daftarin', 'sekolah', 'pakai', 'buka', 'peduli', 'lindung', 'scan', 'vaksin']","['kemarin', 'daftarin', 'sekolah', 'pakai', 'buka', 'peduli', 'lindung', 'scan', 'vaksin']",positive
9/22/2021 0:06,ingatlah nanti jika masuk mall harus pakai peduli lindungi,"['ingatlah', 'nanti', 'jika', 'masuk', 'mall', 'harus', 'pakai', 'peduli', 'lindungi']","['ingatlah', 'masuk', 'mall', 'pakai', 'peduli', 'lindungi']","['ingat', 'masuk', 'mall', 'pakai', 'peduli', 'lindung']","['ingat', 'masuk', 'mall', 'pakai', 'peduli', 'lindung']",positive
9/22/2021 8:35,sudah periksa ke peduli lindungi guru saya bilangnya suruh lihat dulu kalau memang tidak ada suruh  mail,"['sudah', 'periksa', 'ke', 'peduli', 'lindungi', 'guru', 'saya', 'bilangnya', 'suruh', 'lihat', 'dulu', 'kalau', 'memang', 'tidak', 'ada', 'suruh', 'mail']","['periksa', 'peduli', 'lindungi', 'guru', 'bilangnya', 'suruh', 'lihat', 'suruh', 'mail']","['periksa', 'peduli', 'lindung', 'guru', 'bilang', 'suruh', 'lihat', 'suruh', 'mail']","['periksa', 'peduli', 'lindung', 'guru', 'bilang', 'suruh', 'lihat', 'suruh', 'mail']",positive
9/6/2021 15:38,harus pcr juga kak terus jangan lupa unduh aplikasi peduli lindungi,"['harus', 'pcr', 'juga', 'kak', 'terus', 'jangan', 'lupa', 'unduh', 'aplikasi', 'peduli', 'lindungi']","['pcr', 'kak', 'lupa', 'unduh', 'aplikasi', 'peduli', 'lindungi']","['pcr', 'kak', 'lupa', 'unduh', 'aplikasi', 'peduli', 'lindung']","['pcr', 'kak', 'lupa', 'unduh', 'aplikasi', 'peduli', 'lindung']",positive
9/18/2021 13:15,terus ada peduli lindungi ya kak,"['terus', 'ada', 'peduli', 'lindungi', 'ya', 'kak']","['peduli', 'lindungi', 'ya', 'kak']","['peduli', 'lindung', 'ya', 'kak']","['peduli', 'lindung', 'ya', 'kak']",positive
9/18/2021 8:06,bisa saja salah data seperti aku kemarin nomor induk kependudukan sudah benar tapi datanya nama orang lain tanggal lahir dan lain lain punya orang lain,"['bisa', 'saja', 'salah', 'data', 'seperti', 'aku', 'kemarin', 'nomor', 'induk', 'kependudukan', 'sudah', 'benar', 'tapi', 'datanya', 'nama', 'orang', 'lain', 'tanggal', 'lahir', 'dan', 'lain', 'lain', 'punya', 'orang', 'lain']","['salah', 'data', 'kemarin', 'nomor', 'induk', 'kependudukan', 'datanya', 'nama', 'orang', 'tanggal', 'lahir', 'orang']","['salah', 'data', 'kemarin', 'nomor', 'induk', 'duduk', 'data', 'nama', 'orang', 'tanggal', 'lahir', 'orang']","['salah', 'data', 'kemarin', 'nomor', 'induk', 'duduk', 'data', 'nama', 'orang', 'tanggal', 'lahir', 'orang']",negative
9/7/2021 23:47,scan qr menggunakan aplikasi peduli lindungi di surat keterangan dari pihak sekolah yang memuat,"['scan', 'qr', 'menggunakan', 'aplikasi', 'peduli', 'lindungi', 'di', 'surat', 'keterangan', 'dari', 'pihak', 'sekolah', 'yang', 'memuat']","['scan', 'qr', 'aplikasi', 'peduli', 'lindungi', 'surat', 'keterangan', 'sekolah', 'memuat']","['scan', 'qr', 'aplikasi', 'peduli', 'lindung', 'surat', 'terang', 'sekolah', 'muat']","['scan', 'qr', 'aplikasi', 'peduli', 'lindung', 'surat', 'terang', 'sekolah', 'muat']",neutral
9/20/2021 14:50,kai commuter mewajibkan para pengguna agar memakai masker ganda saat berada di stasiun maupun di dalam kereta,"['kai', 'commuter', 'mewajibkan', 'para', 'pengguna', 'agar', 'memakai', 'masker', 'ganda', 'saat', 'berada', 'di', 'stasiun', 'maupun', 'di', 'dalam', 'kereta']","['kai', 'commuter', 'mewajibkan', 'pengguna', 'memakai', 'masker', 'ganda', 'stasiun', 'kereta']","['kai', 'commuter', 'wajib', 'guna', 'pakai', 'masker', 'ganda', 'stasiun', 'kereta']","['kai', 'commuter', 'wajib', 'guna', 'pakai', 'masker', 'ganda', 'stasiun', 'kereta']",neutral
9/9/2021 5:01,silahkan membawa kartu vaksin kedua yang dikeluarkan oleh fasilitas kesehatan tempat dilakukannya vaksin apabila sertifikat pada aplikasi peduli lindungi juga bisa,"['silahkan', 'membawa', 'kartu', 'vaksin', 'kedua', 'yang', 'dikeluarkan', 'oleh', 'fasilitas', 'kesehatan', 'tempat', 'dilakukannya', 'vaksin', 'apabila', 'sertifikat', 'pada', 'aplikasi', 'peduli', 'lindungi', 'juga', 'bisa']","['silahkan', 'membawa', 'kartu', 'vaksin', 'dikeluarkan', 'fasilitas', 'kesehatan', 'dilakukannya', 'vaksin', 'sertifikat', 'aplikasi', 'peduli', 'lindungi']","['silah', 'bawa', 'kartu', 'vaksin', 'keluar', 'fasilitas', 'sehat', 'laku', 'vaksin', 'sertifikat', 'aplikasi', 'peduli', 'lindung']","['silah', 'bawa', 'kartu', 'vaksin', 'keluar', 'fasilitas', 'sehat', 'laku', 'vaksin', 'sertifikat', 'aplikasi', 'peduli', 'lindung']",positive
9/18/2021 11:03,sertifikat saja tidak apa ya tidak perlu pakai masuk peduli lindungi hahaha,"['sertifikat', 'saja', 'tidak', 'apa', 'ya', 'tidak', 'perlu', 'pakai', 'masuk', 'peduli', 'lindungi', 'hahaha']","['sertifikat', 'ya', 'pakai', 'masuk', 'peduli', 'lindungi', 'hahaha']","['sertifikat', 'ya', 'pakai', 'masuk', 'peduli', 'lindung', 'hahaha']","['sertifikat', 'ya', 'pakai', 'masuk', 'peduli', 'lindung', 'hahaha']",positive
9/20/2021 11:31,email saja peduli lindungi nya,"['email', 'saja', 'peduli', 'lindungi', 'nya']","['email', 'peduli', 'lindungi', 'nya']","['email', 'peduli', 'lindung', 'nya']","['email', 'peduli', 'lindung', 'nya']",positive
9/16/2021 23:21,ikut apa kata pesan singkat dari peduli lindungi saja,"['ikut', 'apa', 'kata', 'pesan', 'singkat', 'dari', 'peduli', 'lindungi', 'saja']","['pesan', 'singkat', 'peduli', 'lindungi']","['pesan', 'singkat', 'peduli', 'lindung']","['pesan', 'singkat', 'peduli', 'lindung']",positive
9/18/2021 12:12,banget tadi saja masuk itu ketika periksa di peduli lindungi aku an kapasitas kan,"['banget', 'tadi', 'saja', 'masuk', 'itu', 'ketika', 'periksa', 'di', 'peduli', 'lindungi', 'aku', 'an', 'kapasitas', 'kan']","['banget', 'masuk', 'periksa', 'peduli', 'lindungi', 'an', 'kapasitas']","['banget', 'masuk', 'periksa', 'peduli', 'lindung', 'an', 'kapasitas']","['banget', 'masuk', 'periksa', 'peduli', 'lindung', 'an', 'kapasitas']",negative
9/9/2021 5:23,setuju tapi entah kenapa di aplikasi peduli lindungi aku baru ada sertifikat vaksin padahal aku sudah vakin kali,"['setuju', 'tapi', 'entah', 'kenapa', 'di', 'aplikasi', 'peduli', 'lindungi', 'aku', 'baru', 'ada', 'sertifikat', 'vaksin', 'padahal', 'aku', 'sudah', 'vakin', 'kali']","['setuju', 'aplikasi', 'peduli', 'lindungi', 'sertifikat', 'vaksin', 'vakin', 'kali']","['tuju', 'aplikasi', 'peduli', 'lindung', 'sertifikat', 'vaksin', 'vakin', 'kali']","['tuju', 'aplikasi', 'peduli', 'lindung', 'sertifikat', 'vaksin', 'vakin', 'kali']",negative
9/19/2021 1:10,iya kak kejadian yang sama sampai kadang petugas bandaranya yang verifikasi kesal,"['iya', 'kak', 'kejadian', 'yang', 'sama', 'sampai', 'kadang', 'petugas', 'bandaranya', 'yang', 'verifikasi', 'kesal']","['iya', 'kak', 'kejadian', 'kadang', 'petugas', 'bandaranya', 'verifikasi', 'kesal']","['iya', 'kak', 'jadi', 'kadang', 'tugas', 'bandara', 'verifikasi', 'kesal']","['iya', 'kak', 'jadi', 'kadang', 'tugas', 'bandara', 'verifikasi', 'kesal']",negative
9/19/2021 1:09,yang hasilnya bisa masuk hanya laboratorium yang ada di daftar peduli lindungi kak itu juga memastikan lagi ke petugas laboratorium nya,"['yang', 'hasilnya', 'bisa', 'masuk', 'hanya', 'laboratorium', 'yang', 'ada', 'di', 'daftar', 'peduli', 'lindungi', 'kak', 'itu', 'juga', 'memastikan', 'lagi', 'ke', 'petugas', 'laboratorium', 'nya']","['hasilnya', 'masuk', 'laboratorium', 'daftar', 'peduli', 'lindungi', 'kak', 'petugas', 'laboratorium', 'nya']","['hasil', 'masuk', 'laboratorium', 'daftar', 'peduli', 'lindung', 'kak', 'tugas', 'laboratorium', 'nya']","['hasil', 'masuk', 'laboratorium', 'daftar', 'peduli', 'lindung', 'kak', 'tugas', 'laboratorium', 'nya']",positive
9/18/2021 13:17,tidak juga yang penting ada kartu digital di aplikasi peduli lindungi,"['tidak', 'juga', 'yang', 'penting', 'ada', 'kartu', 'digital', 'di', 'aplikasi', 'peduli', 'lindungi']","['kartu', 'digital', 'aplikasi', 'peduli', 'lindungi']","['kartu', 'digital', 'aplikasi', 'peduli', 'lindung']","['kartu', 'digital', 'aplikasi', 'peduli', 'lindung']",positive
9/22/2021 14:20,surat fisiknya bawa pasti kan masuk ke data peduli lindungi,"['surat', 'fisiknya', 'bawa', 'pasti', 'kan', 'masuk', 'ke', 'data', 'peduli', 'lindungi']","['surat', 'fisiknya', 'bawa', 'masuk', 'data', 'peduli', 'lindungi']","['surat', 'fisik', 'bawa', 'masuk', 'data', 'peduli', 'lindung']","['surat', 'fisik', 'bawa', 'masuk', 'data', 'peduli', 'lindung']",positive
9/22/2021 8:02,engga kak scan aplikasi peduli lindungi saja,"['engga', 'kak', 'scan', 'aplikasi', 'peduli', 'lindungi', 'saja']","['engga', 'kak', 'scan', 'aplikasi', 'peduli', 'lindungi']","['engga', 'kak', 'scan', 'aplikasi', 'peduli', 'lindung']","['engga', 'kak', 'scan', 'aplikasi', 'peduli', 'lindung']",positive
9/6/2021 5:15,aku di badan pajak negara bolak balik dimintain fotocoppy legalisir kartu keluarga digital dan kartu tanda penduduk elektronik yang ramai di bicarakan sekarang aplikasi peduli lindungi,"['aku', 'di', 'badan', 'pajak', 'negara', 'bolak', 'balik', 'dimintain', 'fotocoppy', 'legalisir', 'kartu', 'keluarga', 'digital', 'dan', 'kartu', 'tanda', 'penduduk', 'elektronik', 'yang', 'ramai', 'di', 'bicarakan', 'sekarang', 'aplikasi', 'peduli', 'lindungi']","['badan', 'pajak', 'negara', 'bolak', 'dimintain', 'fotocoppy', 'legalisir', 'kartu', 'keluarga', 'digital', 'kartu', 'tanda', 'penduduk', 'elektronik', 'ramai', 'bicarakan', 'aplikasi', 'peduli', 'lindungi']","['badan', 'pajak', 'negara', 'bolak', 'dimintain', 'fotocoppy', 'legalisir', 'kartu', 'keluarga', 'digital', 'kartu', 'tanda', 'duduk', 'elektronik', 'ramai', 'bicara', 'aplikasi', 'peduli', 'lindung']","['badan', 'pajak', 'negara', 'bolak', 'dimintain', 'fotocoppy', 'legalisir', 'kartu', 'keluarga', 'digital', 'kartu', 'tanda', 'duduk', 'elektronik', 'ramai', 'bicara', 'aplikasi', 'peduli', 'lindung']",positive
9/18/2021 18:00,bukannya dapat keduanya ya tapi kartu nya lihat di aplikasi peduli lindungi,"['bukannya', 'dapat', 'keduanya', 'ya', 'tapi', 'kartu', 'nya', 'lihat', 'di', 'aplikasi', 'peduli', 'lindungi']","['ya', 'kartu', 'nya', 'lihat', 'aplikasi', 'peduli', 'lindungi']","['ya', 'kartu', 'nya', 'lihat', 'aplikasi', 'peduli', 'lindung']","['ya', 'kartu', 'nya', 'lihat', 'aplikasi', 'peduli', 'lindung']",positive
9/4/2021 14:26,malam sahabat saat ini perjalanan wajib mengisi elektronik hac indonesia melalui aplikasi peduli lindungi,"['malam', 'sahabat', 'saat', 'ini', 'perjalanan', 'wajib', 'mengisi', 'elektronik', 'hac', 'indonesia', 'melalui', 'aplikasi', 'peduli', 'lindungi']","['malam', 'sahabat', 'perjalanan', 'wajib', 'mengisi', 'elektronik', 'hac', 'indonesia', 'aplikasi', 'peduli', 'lindungi']","['malam', 'sahabat', 'jalan', 'wajib', 'isi', 'elektronik', 'hac', 'indonesia', 'aplikasi', 'peduli', 'lindung']","['malam', 'sahabat', 'jalan', 'wajib', 'isi', 'elektronik', 'hac', 'indonesia', 'aplikasi', 'peduli', 'lindung']",positive
9/17/2021 3:43,lihat di web peduli lindungi coba,"['lihat', 'di', 'web', 'peduli', 'lindungi', 'coba']","['lihat', 'web', 'peduli', 'lindungi', 'coba']","['lihat', 'web', 'peduli', 'lindung', 'coba']","['lihat', 'web', 'peduli', 'lindung', 'coba']",positive
9/19/2021 6:38,tidak tahu memang sering tidak dapat dilihat di peduli lindungi nya,"['tidak', 'tahu', 'memang', 'sering', 'tidak', 'dapat', 'dilihat', 'di', 'peduli', 'lindungi', 'nya']","['peduli', 'lindungi', 'nya']","['peduli', 'lindung', 'nya']","['peduli', 'lindung', 'nya']",negative
9/4/2021 22:43,buka tapi belum juga divaksin tidak tahu cara scan aplikasi peduli lindungi,"['buka', 'tapi', 'belum', 'juga', 'divaksin', 'tidak', 'tahu', 'cara', 'scan', 'aplikasi', 'peduli', 'lindungi']","['buka', 'divaksin', 'scan', 'aplikasi', 'peduli', 'lindungi']","['buka', 'vaksin', 'scan', 'aplikasi', 'peduli', 'lindung']","['buka', 'vaksin', 'scan', 'aplikasi', 'peduli', 'lindung']",negative
9/7/2021 6:44,iya katanya sih pakai aplikasi peduli lindungi saja kak supaya tidak ribet,"['iya', 'katanya', 'sih', 'pakai', 'aplikasi', 'peduli', 'lindungi', 'saja', 'kak', 'supaya', 'tidak', 'ribet']","['iya', 'sih', 'pakai', 'aplikasi', 'peduli', 'lindungi', 'kak', 'ribet']","['iya', 'sih', 'pakai', 'aplikasi', 'peduli', 'lindung', 'kak', 'ribet']","['iya', 'sih', 'pakai', 'aplikasi', 'peduli', 'lindung', 'kak', 'ribet']",positive
9/19/2021 5:39,iya di suruh isi nomor lagi untuk ngirim pesan singkat isi link sertifikatnya tapi kalau mau unduh sertifikat sebenarnya bisa,"['iya', 'di', 'suruh', 'isi', 'nomor', 'lagi', 'untuk', 'ngirim', 'pesan', 'singkat', 'isi', 'link', 'sertifikatnya', 'tapi', 'kalau', 'mau', 'unduh', 'sertifikat', 'sebenarnya', 'bisa']","['iya', 'suruh', 'isi', 'nomor', 'ngirim', 'pesan', 'singkat', 'isi', 'link', 'sertifikatnya', 'unduh', 'sertifikat']","['iya', 'suruh', 'isi', 'nomor', 'ngirim', 'pesan', 'singkat', 'isi', 'link', 'sertifikat', 'unduh', 'sertifikat']","['iya', 'suruh', 'isi', 'nomor', 'ngirim', 'pesan', 'singkat', 'isi', 'link', 'sertifikat', 'unduh', 'sertifikat']",positive
9/7/2021 15:39,setau aku kalau kamu punya aplikasi peduli lindungi sebenarnya bisa saja vaksin tahap karena data kamu sudah ada,"['setau', 'aku', 'kalau', 'kamu', 'punya', 'aplikasi', 'peduli', 'lindungi', 'sebenarnya', 'bisa', 'saja', 'vaksin', 'tahap', 'karena', 'data', 'kamu', 'sudah', 'ada']","['setau', 'aplikasi', 'peduli', 'lindungi', 'vaksin', 'tahap', 'data']","['tau', 'aplikasi', 'peduli', 'lindung', 'vaksin', 'tahap', 'data']","['tau', 'aplikasi', 'peduli', 'lindung', 'vaksin', 'tahap', 'data']",positive
9/16/2021 11:47,pikir aku kemarin seperti itu tapi ternyata memang harus punya aplikasi peduli lindungi padahal aku sudah cetak kartu vaksin dan,"['pikir', 'aku', 'kemarin', 'seperti', 'itu', 'tapi', 'ternyata', 'memang', 'harus', 'punya', 'aplikasi', 'peduli', 'lindungi', 'padahal', 'aku', 'sudah', 'cetak', 'kartu', 'vaksin', 'dan']","['pikir', 'kemarin', 'aplikasi', 'peduli', 'lindungi', 'cetak', 'kartu', 'vaksin']","['pikir', 'kemarin', 'aplikasi', 'peduli', 'lindung', 'cetak', 'kartu', 'vaksin']","['pikir', 'kemarin', 'aplikasi', 'peduli', 'lindung', 'cetak', 'kartu', 'vaksin']",neutral
9/21/2021 2:07,coba periksa di peduli lindungi tapi di web jangan aplikasi terus kirim ke email nya berikan nomor kamu,"['coba', 'periksa', 'di', 'peduli', 'lindungi', 'tapi', 'di', 'web', 'jangan', 'aplikasi', 'terus', 'kirim', 'ke', 'email', 'nya', 'berikan', 'nomor', 'kamu']","['coba', 'periksa', 'peduli', 'lindungi', 'web', 'aplikasi', 'kirim', 'email', 'nya', 'nomor']","['coba', 'periksa', 'peduli', 'lindung', 'web', 'aplikasi', 'kirim', 'email', 'nya', 'nomor']","['coba', 'periksa', 'peduli', 'lindung', 'web', 'aplikasi', 'kirim', 'email', 'nya', 'nomor']",positive
9/20/2021 16:38,banget soalnya nomor untuk daftar vaksin sama nomor di peduli lindungi beda,"['banget', 'soalnya', 'nomor', 'untuk', 'daftar', 'vaksin', 'sama', 'nomor', 'di', 'peduli', 'lindungi', 'beda']","['banget', 'nomor', 'daftar', 'vaksin', 'nomor', 'peduli', 'lindungi', 'beda']","['banget', 'nomor', 'daftar', 'vaksin', 'nomor', 'peduli', 'lindung', 'beda']","['banget', 'nomor', 'daftar', 'vaksin', 'nomor', 'peduli', 'lindung', 'beda']",negative
9/16/2021 13:25,maaf ikutan ini di lihat dulu ada atau tidak di aplikasi peduli lindungi,"['maaf', 'ikutan', 'ini', 'di', 'lihat', 'dulu', 'ada', 'atau', 'tidak', 'di', 'aplikasi', 'peduli', 'lindungi']","['maaf', 'ikutan', 'lihat', 'aplikasi', 'peduli', 'lindungi']","['maaf', 'ikut', 'lihat', 'aplikasi', 'peduli', 'lindung']","['maaf', 'ikut', 'lihat', 'aplikasi', 'peduli', 'lindung']",neutral
9/21/2021 9:01,keren zona peduli lindungi hahaha peduli siapa lindungi siapa,"['keren', 'zona', 'peduli', 'lindungi', 'hahaha', 'peduli', 'siapa', 'lindungi', 'siapa']","['keren', 'zona', 'peduli', 'lindungi', 'hahaha', 'peduli', 'lindungi']","['keren', 'zona', 'peduli', 'lindung', 'hahaha', 'peduli', 'lindung']","['keren', 'zona', 'peduli', 'lindung', 'hahaha', 'peduli', 'lindung']",neutral
9/18/2021 11:00,halo ka saya juga pernah seperti ini sudah sana sini email peduli lindungi telepon ternyata kendalanya nomor induk kependudukan tidak sesuai,"['halo', 'ka', 'saya', 'juga', 'pernah', 'seperti', 'ini', 'sudah', 'sana', 'sini', 'email', 'peduli', 'lindungi', 'telepon', 'ternyata', 'kendalanya', 'nomor', 'induk', 'kependudukan', 'tidak', 'sesuai']","['halo', 'ka', 'email', 'peduli', 'lindungi', 'telepon', 'kendalanya', 'nomor', 'induk', 'kependudukan', 'sesuai']","['halo', 'ka', 'email', 'peduli', 'lindung', 'telepon', 'kendala', 'nomor', 'induk', 'duduk', 'sesuai']","['halo', 'ka', 'email', 'peduli', 'lindung', 'telepon', 'kendala', 'nomor', 'induk', 'duduk', 'sesuai']",positive
9/17/2021 8:37,juga seperti ini kemarin vaksin hari yang lalu datang lagi ke tempat penyelenggara vaksinnya,"['juga', 'seperti', 'ini', 'kemarin', 'vaksin', 'hari', 'yang', 'lalu', 'datang', 'lagi', 'ke', 'tempat', 'penyelenggara', 'vaksinnya']","['kemarin', 'vaksin', 'penyelenggara', 'vaksinnya']","['kemarin', 'vaksin', 'selenggara', 'vaksin']","['kemarin', 'vaksin', 'selenggara', 'vaksin']",positive
